epoch,teacher_forcing_ratio,epoch_time_sec,train_time_sec,train_batches_per_sec,train_loss,train_agent_loss,train_position_loss,train_target_loss,train_node_loss,train_global_loss,train_kpi_loss,train_physics_loss,train_congestion_loss,valid_loss,valid_agent_loss,valid_position_loss,valid_target_loss,valid_node_loss,valid_global_loss,valid_kpi_loss,valid_physics_loss,valid_congestion_loss
1.0,0.9,9.126558600000862,8.076089800000773,8.791383176545809,0.7638412814744762,0.021258850477006232,2.7405956127274202,2.591430875617014,0.0013206765050737476,0.010186168811165951,0.05918610704616761,0.04616712122945718,0.10232313507249657,0.6253312540551027,0.10182327241636813,2.4228329956531525,1.8139523019393284,0.0018168760191959639,0.032150492207923285,0.046755809181680284,0.03892306191846728,0.035608285339549184
2.0,0.8886075949367089,8.817500499999369,7.774587399999291,9.13231742690377,0.4685416339148938,0.02292088929458823,2.216999218497478,1.831121886280221,0.0008744615413786345,0.006017066007086509,0.0404562964825563,0.03417751759710446,0.028704606600000824,0.5787173596521219,0.10196180478669703,2.219507704178492,1.614136795202891,0.0017378299720197294,0.029123327888858814,0.04297879710793495,0.03482047476184865,0.03244337245511512
3.0,0.8772151898734177,9.02311809999992,7.790842099999281,9.113263892231437,0.4071775355809171,0.02189606700984525,1.8664561409345815,1.5814126024783497,0.0008759512188909969,0.006074264730838403,0.036270296883205294,0.029628613307862213,0.023021158486814568,0.5691823301215967,0.10393146813536684,2.136331578095754,1.5344121779004734,0.0020805669725329303,0.028000767750199884,0.044007155733803906,0.036260108618686594,0.028736825644349057
4.0,0.8658227848101266,8.832944199999474,7.776396999999633,9.130192298567492,0.37407479025948215,0.023064463333764548,1.7076107213194942,1.3180036796650416,0.00090948189116857,0.005879371085951866,0.0341766020938964,0.027674461990384987,0.021198555459858666,0.530837827672561,0.10628117574378848,2.0795769741137824,1.2060496968527634,0.0030224499641917646,0.025979698364002008,0.04118920350447297,0.03311921780308088,0.02497837773989886
5.0,0.8544303797468354,8.779471199999534,7.72988020000048,9.18513588347664,0.35330225002597754,0.024315489941394666,1.6615572378668986,1.0333045939324608,0.0009061332044362182,0.005878948042510261,0.03328898402167038,0.026912906666246936,0.020423097457264512,0.5332602895796299,0.11237289337441325,2.0740240961313248,1.0282446059087913,0.0031917065013355264,0.02571839162070925,0.04264461326723298,0.03470040143777927,0.024467606252680223
6.0,0.8430379746835444,8.842063800000687,7.786148400000457,9.118757613198824,0.3293207661366799,0.02414946050816019,1.6321369140920505,0.8294194919962279,0.0008929103808018418,0.005788594464653395,0.03126867435557742,0.02501325041685306,0.01891532626894998,0.538399783273538,0.11382994723195831,2.1107757637898126,0.9233354218304157,0.006753709128436943,0.024062093696556985,0.041711425175890326,0.03355640273851653,0.029212282970547676
7.0,0.8316455696202532,8.776843700001336,7.717935100001341,9.199351779984216,0.3186472255579183,0.025612517522359397,1.6034800082864895,0.6828627099453564,0.0009990849222292677,0.005843224751592522,0.030847721588863453,0.024514393251336798,0.018113588651930784,0.5030274850626787,0.10598294312755267,2.0490842461586,0.8426412244637808,0.005005771711391087,0.024728262040298432,0.03978906967677176,0.032101628525803484,0.023758571400928002
8.0,0.8202531645569621,8.96280360000128,7.9075241000009555,8.978790213233928,0.2990869187133413,0.025367836874555533,1.5647281676950588,0.5567849966841685,0.0011415108169337185,0.005855053459936884,0.028660021801020057,0.022626421873418377,0.017346780576651365,0.5551696618398031,0.12176785866419475,2.1351168354352317,1.0026421596606572,0.01004205463686958,0.023082898929715157,0.04232771935251852,0.03438199761634072,0.028443508587467175
9.0,0.8088607594936709,8.838429899999028,7.778938800000105,9.127208970971598,0.2872890049303082,0.027411106239322205,1.5291363470990893,0.46635477517692137,0.001216833176366775,0.0059128285149558325,0.027323219348007525,0.021355179361474345,0.016501606442034245,0.5049832575023174,0.1337595876927177,1.9873484422763188,0.6486136228777468,0.0066417064517736435,0.023598395598431427,0.037572967198987804,0.029945305548608303,0.021960475870097678
10.0,0.7974683544303798,8.89460920000056,7.837302199999613,9.059239798103423,0.2820400486529713,0.02856145563050055,1.5001963595269432,0.4219928811973249,0.0013007002744928632,0.005991878479876569,0.027031158529956575,0.0209213605963848,0.015745618419957832,0.4911055490374565,0.10531173250637949,1.964545115828514,0.7021936799089114,0.006040343102843811,0.02152541601875176,0.03904966272724172,0.031167268054559827,0.02655441267415881
