epoch,teacher_forcing_ratio,epoch_time_sec,train_time_sec,train_batches_per_sec,train_loss,train_agent_loss,train_position_loss,train_target_loss,train_node_loss,train_global_loss,train_kpi_loss,train_physics_loss,train_congestion_loss,train_future_risk_loss,valid_loss,valid_agent_loss,valid_position_loss,valid_target_loss,valid_node_loss,valid_global_loss,valid_kpi_loss,valid_physics_loss,valid_congestion_loss,valid_future_risk_loss
1.0,0.0,5.589851599997928,4.342038999999204,16.35176468935747,0.8829784880221729,0.03491906097657244,0.8832713197654402,0.23863421989158845,0.0027700328812475354,0.01271297936130997,0.020249852871286198,0.013971852610858393,0.010883728606285344,0.6667283425028895,1.4047221007446449,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.176446117150287
2.0,0.0,5.53387339999972,4.282494099999894,16.57912383346932,0.6101415627439257,0.034703386816340435,0.8822425914482331,0.23905417952739016,0.002769558542919621,0.012711601449884999,0.020219743317386633,0.013958169750764336,0.010872496698628848,0.39428912669839994,1.3775202948600054,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.1492443319487695
3.0,0.0,5.331159400000615,4.081277900000714,17.396512009139975,0.5676176296153539,0.03484092031041501,0.8824162038279252,0.2398874818439215,0.0027688461532947464,0.012724843715697947,0.020316003257749786,0.014028243497538735,0.010901365796445121,0.351086964699584,1.4010622308899958,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.1727862499149826
4.0,0.0,5.355013600001257,4.100021600002947,17.31698193979002,0.5500624746503965,0.03539960542824906,0.8817990254348432,0.23845308998101195,0.002772156762378946,0.012701945261321438,0.020246002219722305,0.013944601062947596,0.010870086593212376,0.3334796795962562,1.3437597509473562,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.115483768012685
5.0,0.0,5.344047599999612,4.080732100002933,17.39883880148588,0.5384328256190662,0.034769178197627336,0.8809700171712419,0.2385058197337137,0.0027680510891155458,0.012738283120200668,0.020210651156138366,0.013926953706942814,0.010853672793633501,0.3226700933046744,1.4472034281740587,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.2189274364015243
6.0,0.0,5.48454419999689,4.237858299999061,16.753745636095413,0.530878699161637,0.0348327902578552,0.8849084545189226,0.2400493514789662,0.002768645200773444,0.012744905584504907,0.02031519215449061,0.014035163093095934,0.010915669966751421,0.31417478075329686,1.4584702768673499,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.230194283707533
7.0,0.0,5.347729400000389,4.095689900001162,17.33529679578033,0.5259688710662681,0.03486784862380632,0.8820866782900313,0.23843291359887997,0.002766376351412963,0.012741576486700018,0.02032589829776069,0.014047120304279764,0.010905870026580885,0.30942819802693916,1.380620261033376,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.1523442696585942
8.0,0.0,5.342287600000418,4.093751899999916,17.34350340087817,0.518266670720678,0.034948410177734535,0.8829801561127246,0.23904756383157114,0.0027809567933141347,0.012749091800774487,0.020371718620750268,0.014062483178477891,0.01092915147752829,0.3013104065518144,1.456432004769643,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.2281560119008645
9.0,0.0,5.491562700000941,4.242775900002016,16.734327165374506,0.5151856293980505,0.035203546390567025,0.8827120510625167,0.23898517707703817,0.0027787982368133435,0.012724664350840407,0.020301084703123067,0.013985463300011528,0.010882813509711077,0.29843106120824814,1.4707635585218668,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.2424875659732304
10.0,0.0,5.32574139999997,4.0765567000016745,17.41665950579587,0.5163714042012121,0.034962723162812244,0.8847416630932983,0.24062161882158736,0.002775374308071086,0.012719959545303399,0.020512078088563934,0.014144452065754105,0.01100376395272537,0.2985171123709477,1.5119987508902948,0.04128176257169495,0.9007381709913412,0.21186857003097734,0.002672463408089243,0.013330198339341829,0.02110480156261474,0.014533702672148744,0.011837584684447696,1.2837227403991467
