epoch,teacher_forcing_ratio,epoch_time_sec,train_time_sec,train_batches_per_sec,train_loss,train_agent_loss,train_position_loss,train_target_loss,train_node_loss,train_global_loss,train_kpi_loss,train_physics_loss,train_congestion_loss,train_future_risk_loss,valid_loss,valid_agent_loss,valid_position_loss,valid_target_loss,valid_node_loss,valid_global_loss,valid_kpi_loss,valid_physics_loss,valid_congestion_loss,valid_future_risk_loss
1.0,0.0,5.661035599998286,4.422312800001237,16.05494753785398,0.8550122413836735,0.03321549926005619,0.9688660099472798,0.26288338173443165,0.0031583957820081375,0.011319639554745714,0.019426946187208236,0.01331880615210869,0.009950823216161258,0.6414624011852372,1.3988928844531376,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.1719846671136718
2.0,0.0,5.491696900000534,4.25059279999914,16.703552502139082,0.5881267076646778,0.033326067502649735,0.972778644360287,0.26326549409980504,0.0031597038540779284,0.011338573749321448,0.019536403243915295,0.013378292125400523,0.010004429881211738,0.3736565369115749,1.3205063970138629,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.093598178665464
3.0,0.0,5.328959499998746,4.085979299998144,17.376495274959485,0.5485316132995445,0.033239275217056274,0.9714767580300989,0.2636043996038571,0.003159317791357007,0.011342343651282956,0.01949431050673757,0.013355490082586316,0.009988605812139494,0.33440442257364034,1.4041948057711124,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.1772865921957418
4.0,0.0,5.307201100000384,4.072335400000156,17.434713260601587,0.5348511976255498,0.03334947373770492,0.9741287139100088,0.2653036027307242,0.003163195136462299,0.011340601238566386,0.01952858679783596,0.013388223723101784,0.010013845250745055,0.3201901633554781,1.3875382219751675,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.1606299934792332
5.0,0.0,5.310897899998963,4.072038400001475,17.43598488658022,0.5257544672824968,0.03330124106625436,0.9729611873626709,0.26363007535397165,0.0031668010239922243,0.011342117064435718,0.01956826218889213,0.013421796131092059,0.010029129316689263,0.3110725369671701,1.4693287399907906,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.2424205187902164
6.0,0.0,5.486222799998359,4.236559699998907,16.758881032649754,0.5212297884511276,0.03318390021966377,0.9700753252271196,0.26235452000523957,0.0031592342773006416,0.011335926353406738,0.019481361332074017,0.013349253854806155,0.009974122336003142,0.3073809195152471,1.3948027348766725,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.1678945038778086
7.0,0.0,5.360287799998332,4.114451099998405,17.256250779120336,0.5161133790519875,0.03326786275375897,0.9722831224052,0.2639432690093215,0.0031650179151025875,0.011322145127284695,0.019557874308715403,0.013388196767215997,0.010035861322892383,0.3015497150555463,1.5242670997977257,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.2973588696137692
8.0,0.0,5.324347199999465,4.07644110000183,17.417153408635816,0.5111697597402922,0.033492080263898404,0.9708709792352058,0.26402204473253704,0.0031626742516814824,0.011347543841726343,0.019489599024535904,0.013373744319862043,0.009993967036126365,0.29678960858096537,1.4021111534287531,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.175202928444681
9.0,0.0,5.514545199999702,4.255266700001812,16.685205653495178,0.5077341408796714,0.03330348374348291,0.975504413456984,0.2657276520007093,0.0031591998905100872,0.01137434994198487,0.019612700507884294,0.013440989141522999,0.010050855170358235,0.29256249292635583,1.5027524835119646,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.275844255083939
10.0,0.0,5.335526899998513,4.0811611999997695,17.39700945897555,0.5057146847248077,0.03323360102277406,0.9722629592452251,0.2629826373197663,0.003166289121227365,0.011332677860914821,0.019461357362673317,0.01334174807695016,0.009971024206196758,0.29176148058662954,1.6671250015497208,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.440216794027947
11.0,0.0,5.332462599999417,4.07916750000004,17.40551227670825,0.5040524547368708,0.033274317973516356,0.9707441120080544,0.26371647207669807,0.003161838445418947,0.011317827765055945,0.019454207507447457,0.013324613368112437,0.009956596156870815,0.29018311307463845,1.8682947922497988,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.6413866052413748
12.0,0.0,5.487384899999597,4.254216599998472,16.689324187213575,0.5006553471927911,0.033276747885934065,0.970207327688244,0.26451736940464504,0.0031634932219929677,0.011319457579561522,0.019468875942935407,0.013349027753296033,0.009990332976088558,0.2866287267124149,1.4739218732963006,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.2470136496413033
13.0,0.0,5.300895900003525,4.0568442000003415,17.50128831666595,0.4959449973744406,0.03330694991623012,0.9699528762991999,0.26249859786369434,0.003154517403921821,0.011355137793530881,0.019452750158142035,0.013349023385261985,0.009964415128014877,0.28209147633801046,1.5677478940536578,0.03647006737689177,1.005983502914508,0.23490945249795914,0.0029451251418019333,0.011837370625774687,0.020991225144825876,0.014476938891069343,0.01120381434642089,1.34083968581884
