epoch,train_loss,validation_loss
1.0,0.14645811915397644,0.14111318066716194
2.0,0.09919275219241779,0.1072222962975502
3.0,0.08204898610711098,0.09947936236858368
4.0,0.07524418955047925,0.09713834710419178
5.0,0.07007445270816486,0.09392053633928299
6.0,0.06662900497515996,0.09029027633368969
7.0,0.06516568238536517,0.08815386332571507
8.0,0.06406193847457568,0.08672700263559818
9.0,0.06122058009107908,0.08567237108945847
10.0,0.058450249334176384,0.0846545659005642
11.0,0.05624371146162351,0.0834285244345665
12.0,0.055091790234049164,0.08255492709577084
13.0,0.054096044351657234,0.08152871206402779
14.0,0.05139785818755627,0.08104472979903221
15.0,0.04968698012332121,0.0798310749232769
16.0,0.0487766619771719,0.07992745563387871
17.0,0.04742022852102915,0.07866114564239979
18.0,0.047240993628899254,0.07837716117501259
19.0,0.04565951849023501,0.07708105072379112
20.0,0.0458502359688282,0.07731167413294315
21.0,0.045380255207419395,0.07525442913174629
22.0,0.043984612450003624,0.07470778562128544
23.0,0.04233956026534239,0.0742515530437231
24.0,0.043311147640148796,0.07303178496658802
25.0,0.041685628394285835,0.07230391353368759
26.0,0.04143491697808107,0.07256466522812843
27.0,0.04124376860757669,0.07181068137288094
28.0,0.04076634099086126,0.07195789366960526
29.0,0.04019163486858209,0.0711512416601181
30.0,0.03955548567076524,0.07154570892453194
31.0,0.039524262150128685,0.0707966573536396
32.0,0.03848655925442775,0.06965550780296326
33.0,0.03943678426245848,0.07054871506989002
34.0,0.03841841220855713,0.06838431768119335
35.0,0.03911648131906986,0.06910209357738495
36.0,0.03829752032955488,0.0682132076472044
37.0,0.03800953800479571,0.06815968081355095
38.0,0.037269135316212974,0.06800767965614796
39.0,0.03726599055031935,0.06826378032565117
40.0,0.037750109719733395,0.06783995218575001
41.0,0.037010240678985916,0.06776142120361328
42.0,0.03635266299049059,0.06820403970777988
43.0,0.03632392672200998,0.06749699078500271
44.0,0.03595692664384842,0.06685330905020237
45.0,0.03515141488363346,0.06844872049987316
46.0,0.03578010977556308,0.06755699217319489
47.0,0.035075911010305084,0.06733358837664127
48.0,0.03508527639011542,0.06801374442875385
49.0,0.03488246724009514,0.06619476526975632
50.0,0.0345486511165897,0.06663803569972515
51.0,0.03383732152481874,0.06734947301447392
52.0,0.03458793958028158,0.06631528213620186
53.0,0.03421196776131789,0.06551223248243332
54.0,0.03406268637627363,0.0644862912595272
55.0,0.03349968108038107,0.06479957327246666
56.0,0.033253930819531284,0.06730856746435165
57.0,0.03292870242148638,0.06641134060919285
58.0,0.0333430552855134,0.06596725806593895
59.0,0.033695379892985024,0.06749270297586918
60.0,0.03317270800471306,0.06650028936564922
