epoch,train_loss,validation_loss
1.0,0.14019221936662993,0.14583104103803635
2.0,0.13947486753265062,0.14516741782426834
3.0,0.13834785049160322,0.1445692777633667
4.0,0.14006718372305235,0.14395201951265335
5.0,0.14543713256716728,0.14343023672699928
6.0,0.13710481052597365,0.14304282516241074
7.0,0.1362090433637301,0.14277368783950806
8.0,0.13546833271781603,0.14259696751832962
9.0,0.13824796924988428,0.14240311458706856
10.0,0.13886953393618265,0.14220905676484108
11.0,0.13731716076533,0.14209915325045586
12.0,0.13903697580099106,0.1420110985636711
13.0,0.13924836243192354,0.14185989648103714
14.0,0.14024711648623148,0.14174672588706017
15.0,0.1355339027941227,0.14167916774749756
16.0,0.133261409898599,0.14171595126390457
17.0,0.13512878740827242,0.14183812215924263
18.0,0.13534828772147497,0.1418294757604599
19.0,0.14191551879048347,0.1417974978685379
20.0,0.13642767320076624,0.14166515320539474
21.0,0.13971019039551416,0.1417243368923664
22.0,0.13361975674827895,0.141662385314703
23.0,0.13271288697918257,0.14161359146237373
24.0,0.1415616770585378,0.1416074074804783
25.0,0.13904619589447975,0.1417827159166336
26.0,0.13633257647355398,0.14182772487401962
27.0,0.13672023018201193,0.14180349931120872
28.0,0.139883354306221,0.14182734861969948
29.0,0.13513095925251642,0.14182650297880173
30.0,0.13833230237166086,0.14190028980374336
31.0,0.13602704058090845,0.14196209982037544
32.0,0.13381292298436165,0.14194979891180992
33.0,0.13630623742938042,0.14216775074601173
34.0,0.13679779320955276,0.14209727197885513
