epoch,teacher_forcing_ratio,epoch_time_sec,train_time_sec,train_batches_per_sec,train_loss,train_agent_loss,train_position_loss,train_target_loss,train_node_loss,train_global_loss,train_kpi_loss,train_physics_loss,valid_loss,valid_agent_loss,valid_position_loss,valid_target_loss,valid_node_loss,valid_global_loss,valid_kpi_loss,valid_physics_loss
1.0,0.9,5.608405000006314,5.118921500004944,14.846877413518959,0.5291163529220381,0.0149513519932761,2.638770254034745,2.4358652626213275,0.001120252054150976,0.009656487400398442,0.05699978165916706,0.04331470935262347,0.49038544131649864,0.0368810293600998,2.3552995787726507,1.8074821035067241,0.0009719360370783963,0.01877390779554844,0.05156790237459871,0.03869576472789049
2.0,0.8886075949367089,5.130084800010081,4.643068300007144,16.368486330447276,0.42207912983078705,0.014696734675549362,2.268008555236616,1.8241113236075954,0.0005775636669377013,0.008661173608791279,0.04415937268028134,0.033800342585891485,0.46418215831120807,0.0373420217850556,2.2745094299316406,1.5972665747006733,0.0008615400131222688,0.017030115239322186,0.049213918960756727,0.03700800291779968
3.0,0.8772151898734177,5.283127099988633,4.684705499996198,16.22300483991185,0.376360327789658,0.015847778964885754,2.1291648180861222,1.2966070135957317,0.0005812321706846552,0.008250710762743103,0.041204872050959816,0.031145044455402775,0.43356407516532475,0.04227724200528529,2.1678508520126343,1.05588189429707,0.0009395153384603974,0.015760096203949716,0.04883921343005366,0.03608744508690304
4.0,0.8658227848101266,5.22695830000157,4.73157469999569,16.062305853497193,0.3289039362418024,0.016753377466413536,1.8517576503126245,0.8947694717269195,0.0006013667286759684,0.00808790356141368,0.038018347450384966,0.028123082764642805,0.3836959832244449,0.04020522638327546,1.8678540587425232,0.9625017444292704,0.0010027819597679707,0.015662332634545036,0.042567386602362,0.03007662741260396
5.0,0.8544303797468354,5.127829399993061,4.638250599993626,16.385488097625526,0.28724984726623487,0.01804519731453375,1.4389598385283822,0.7389749563054034,0.0006095603656783504,0.00812402448469871,0.0347670450267431,0.025012285448610783,0.3593806591298845,0.05466669528848595,1.562800990210639,0.8827603873279359,0.001163124540148096,0.01509865958036648,0.038287270814180374,0.026050037911368742
6.0,0.8430379746835444,5.228459199992358,4.735128599990276,16.050250462079546,0.24947808290782728,0.018815475834631605,1.145553955906316,0.5873624204020751,0.0006758900356209395,0.008129984887905027,0.031102746504505997,0.021599852602536742,0.3329259869125154,0.05213269643071625,1.4401112066374884,0.7893220765723122,0.0013233557045977148,0.01508301387851437,0.03530662382642428,0.02337750725241171
7.0,0.8316455696202532,5.156055400002515,4.661852400007774,16.30253244394294,0.22367186060077265,0.019153944902906294,0.973487028950139,0.48488450050354004,0.000687857598868983,0.008138280809170714,0.028324583177699855,0.01894973344659727,0.31724418534172905,0.043791543071468673,1.2882356610563066,0.7201471651593844,0.0016140431204500298,0.015508388531290822,0.03590433765202761,0.024587437251789704
8.0,0.8202531645569621,5.129784799995832,4.636076599999797,16.39317176079518,0.2053425286553408,0.01900676477357353,0.8498738533572147,0.40878750187786,0.0007226502654559322,0.00812063764437641,0.02648151369373265,0.017266705926311642,0.2974487609333462,0.04827587234063281,1.1745161049895816,0.6437514437776473,0.001644404634134844,0.015019129082146618,0.03272837845401631,0.021364921393493812
9.0,0.8088607594936709,5.223316400006297,4.732070600002771,16.060622595097268,0.19203923956344002,0.01987486989482453,0.7525177017638558,0.34756555094530706,0.0009161945842941733,0.008150842782158992,0.025026590955492697,0.015973608132059638,0.30367205043633777,0.05795766144163079,1.090625837445259,0.5309553650311298,0.0023100594601904354,0.01503478285546104,0.033985465868479676,0.022697234371056158
10.0,0.7974683544303798,5.1375986999919405,4.642030799994245,16.37214470875424,0.18072850159124323,0.020498303892581088,0.6830242746754697,0.3041904449070755,0.0006739367297421651,0.008234915409335181,0.023644880661250728,0.014762170269693198,0.27725670983393985,0.04683324280712339,1.0813683999909296,0.5207553954484562,0.002617867572957443,0.015098769683390856,0.030696316208276484,0.019630748338790402
