epoch,train_loss,validation_loss
1.0,0.13751901810367903,0.14536108076572418
2.0,0.13715315734346709,0.14343766868114471
3.0,0.13721648727854094,0.141898512840271
4.0,0.13336008662978807,0.1406187303364277
5.0,0.13680743177731833,0.1396060697734356
6.0,0.1343444101512432,0.13888010755181313
7.0,0.13653633743524551,0.13846559822559357
8.0,0.1326177380979061,0.13865526765584946
9.0,0.1348805526892344,0.13842564821243286
10.0,0.1367499033610026,0.13803107663989067
11.0,0.1342038375635942,0.137686125934124
12.0,0.1360714758435885,0.1378932073712349
13.0,0.13357707858085632,0.13767733424901962
14.0,0.12976155305902162,0.13748369365930557
15.0,0.13829552506407103,0.13764941319823265
16.0,0.1327852023144563,0.1373308300971985
17.0,0.12814131751656532,0.13710008189082146
18.0,0.12814324597517648,0.13621344789862633
19.0,0.13224857424696287,0.13813596963882446
20.0,0.1329922005534172,0.13842985779047012
21.0,0.12572425852219263,0.138038482517004
22.0,0.12688441947102547,0.13853562250733376
23.0,0.12922810266415277,0.13967245444655418
24.0,0.12291258325179417,0.13971537724137306
25.0,0.12595033645629883,0.13774507120251656
26.0,0.12439484397570293,0.1390957199037075
27.0,0.12692048524816832,0.1400708667933941
28.0,0.12831304346521696,0.13643745705485344
