epoch,train_loss,validation_loss
1.0,0.17027165492375693,0.1529650017619133
2.0,0.10911691933870316,0.10946794599294662
3.0,0.08325206115841866,0.10223430022597313
4.0,0.08104504272341728,0.0984713677316904
5.0,0.07464133699735005,0.09182372875511646
6.0,0.06908311073978742,0.0891365259885788
7.0,0.06606148307522137,0.08694962970912457
8.0,0.06317372123400371,0.08557491563260555
9.0,0.06303190067410469,0.08514193259179592
10.0,0.059642606104413666,0.08361337333917618
11.0,0.057087112218141556,0.08332007750868797
12.0,0.05478108115494251,0.0833851806819439
13.0,0.05350955265263716,0.08318413980305195
14.0,0.05245268841584524,0.0831889882683754
15.0,0.050781271109978356,0.08382231369614601
16.0,0.04961028881371021,0.08313984051346779
17.0,0.04826473630964756,0.08397919312119484
18.0,0.047927677631378174,0.0835309810936451
19.0,0.04678107922275861,0.08288170583546162
20.0,0.04531086732943853,0.08290614932775497
21.0,0.044854440415898957,0.08226611092686653
22.0,0.04465855720142523,0.08150568418204784
23.0,0.0436778012663126,0.08161639980971813
24.0,0.04273428830007712,0.07993735373020172
25.0,0.04277081166704496,0.08015580847859383
26.0,0.04212874608735243,0.08040131255984306
27.0,0.04175220988690853,0.07974658906459808
28.0,0.042004216462373734,0.07987558282911777
29.0,0.04096457796792189,0.07759131491184235
30.0,0.04070655753215154,0.07938604988157749
31.0,0.039775462821125984,0.07799089327454567
32.0,0.03956235510607561,0.0782593172043562
33.0,0.039294236029187836,0.07628842443227768
34.0,0.03858831090231737,0.07677818275988102
35.0,0.03849531648059686,0.07680130936205387
36.0,0.03858507921298345,0.07598016411066055
37.0,0.038436729460954666,0.07651309669017792
38.0,0.03770500918229421,0.07593519613146782
39.0,0.03861146296064059,0.07570182532072067
40.0,0.03705333359539509,0.07480675540864468
41.0,0.03701102578391632,0.07517927326261997
42.0,0.03666179161518812,0.07352319173514843
43.0,0.036256264274319015,0.07395808771252632
44.0,0.03650171309709549,0.07386063598096371
45.0,0.03544039589663347,0.07401811890304089
46.0,0.03570164615909258,0.07332351617515087
47.0,0.03524836959938208,0.0740349292755127
48.0,0.03562181287755569,0.07406232506036758
49.0,0.03457872880001863,0.07199356518685818
50.0,0.03470404197772344,0.07261721976101398
51.0,0.035345906081298985,0.0718561802059412
52.0,0.033900076833864055,0.07191726379096508
53.0,0.033630196625987686,0.0717735905200243
54.0,0.03307507590701183,0.07169567607343197
55.0,0.033501528203487396,0.07052282616496086
56.0,0.032967282769580684,0.07206618040800095
57.0,0.032906192975739636,0.07069648988544941
58.0,0.033034191466867924,0.07006640173494816
59.0,0.032446492463350296,0.07293218187987804
60.0,0.033076087012887,0.06829106993973255
