epoch,train_loss,validation_loss
1.0,0.14283670485019684,0.1457076147198677
2.0,0.1412330629924933,0.1451617106795311
3.0,0.14588909472028413,0.14453468471765518
4.0,0.13888066882888475,0.14380842447280884
5.0,0.14217263087630272,0.1432018168270588
6.0,0.14002895851929983,0.14258870109915733
7.0,0.13895098368326822,0.1421797126531601
8.0,0.13679509609937668,0.1419215388596058
9.0,0.1407750385502974,0.14155974611639977
10.0,0.1356258032222589,0.14142576232552528
11.0,0.13771209244926771,0.1413247175514698
12.0,0.1425941176712513,0.14116736873984337
13.0,0.1346747800707817,0.14118247851729393
14.0,0.14134684453407922,0.14100882038474083
15.0,0.14157056187589964,0.14107110351324081
16.0,0.13088248608012995,0.1409570649266243
17.0,0.1374878225227197,0.14096537232398987
18.0,0.1413207451502482,0.1410428024828434
19.0,0.1391106223066648,0.14093715324997902
20.0,0.13679145028193793,0.14073779061436653
21.0,0.14119685937960944,0.14076635241508484
22.0,0.13840187713503838,0.14072434231638908
23.0,0.1397084246079127,0.1408652924001217
24.0,0.13756426175435385,0.1409456543624401
25.0,0.1388235998650392,0.14094826579093933
26.0,0.13675037895639738,0.1409626416862011
27.0,0.13797685131430626,0.1408856101334095
28.0,0.14092478901147842,0.14102093130350113
29.0,0.13701697811484337,0.14100483432412148
30.0,0.13436317568024,0.140946663916111
31.0,0.1400244099398454,0.14153851196169853
32.0,0.1335397052268187,0.1409415528178215
