epoch,teacher_forcing_ratio,epoch_time_sec,train_time_sec,train_batches_per_sec,train_loss,train_agent_loss,train_position_loss,train_target_loss,train_node_loss,train_global_loss,train_kpi_loss,train_physics_loss,train_congestion_loss,valid_loss,valid_agent_loss,valid_position_loss,valid_target_loss,valid_node_loss,valid_global_loss,valid_kpi_loss,valid_physics_loss,valid_congestion_loss
1.0,0.9,9.269685999999638,8.211314700000003,8.646605640385452,0.7150418284073682,0.021704773746535812,2.7158602492910036,2.565982637271075,0.001742364093497343,0.012945360313891105,0.05326706249739083,0.04207204033056615,0.09022645442418649,0.6262156727413336,0.10092219733633101,2.4225317537784576,1.7886902789274852,0.0022069831854120516,0.04330029400686423,0.04591635459413131,0.0381040145487835,0.03325383566940824
2.0,0.8886075949367089,8.919356399999742,7.857442099999389,9.036019495454573,0.44870708693920724,0.021535748524040405,2.078692765303061,1.7963837569868062,0.0008861740377180698,0.006423296459333997,0.03929897082943312,0.033062859005491496,0.026190361690143465,0.5693677974243959,0.10192315940124293,2.1425255040327706,1.6097134600083034,0.0019154036441856686,0.03083411844757696,0.0426794628923138,0.0344972707486401,0.02955833962187171
3.0,0.8772151898734177,9.10807670000031,7.870025300000634,9.021572014513636,0.38869332637585385,0.021972595648446554,1.741678882652605,1.5440928449093456,0.0009161301439260723,0.005945035151507653,0.03467163438318481,0.028276430259288197,0.021373112699095632,0.5547572337090969,0.10349385331695278,2.1089834372202554,1.495349754889806,0.002422422262801168,0.025026210370318342,0.04350299263993899,0.035846972449993096,0.025831310893408954
4.0,0.8658227848101266,8.88457820000076,7.829077600001256,9.068756707685285,0.3567553032451952,0.023033808326532304,1.669526781834347,1.1772842910927785,0.0008832886536330194,0.005845814569472847,0.032789883111983956,0.026575608677427535,0.020102249196087812,0.5307655520737171,0.11344472613806526,2.0860222578048706,1.0347887761890888,0.0034063593484461308,0.024796777172014117,0.04109673644416034,0.03308644968395432,0.02607347979210317
5.0,0.8544303797468354,8.906994900000427,7.844233600000734,9.051234782196358,0.33350621352733023,0.024133927897143533,1.599826325832958,0.8318251564469136,0.0009113254409257166,0.005870184952944097,0.03234008899037267,0.026096351024970203,0.019299835465113883,0.5409678642948469,0.12831123980383077,2.0910529494285583,0.8981843230624994,0.0037478145580583564,0.022216472076252103,0.04292646500592431,0.03500690939836204,0.024010579761428136
6.0,0.8430379746835444,8.880724399999963,7.813399300001038,9.086953997089406,0.31940033444216553,0.026400238026300787,1.5409979400500444,0.6547932969012731,0.0009217627517039507,0.005989006012153458,0.031477029973142584,0.025235581959427242,0.018886926649531847,0.5138274195293585,0.11096495063975453,2.1047567228476205,0.8193729625393947,0.003192155835373948,0.023222706649297226,0.04064093685398499,0.03260884853079915,0.02568646993798514
7.0,0.8316455696202532,8.856430499999988,7.801091700001052,9.101290271974424,0.30431690938036204,0.026202323007016953,1.450790843493502,0.555266131817455,0.0009310513916818923,0.00578826396319438,0.030620848733774374,0.024336956861153454,0.018220275286322748,0.48596036434173584,0.10278277502705653,2.0096834202607474,0.7805236941203475,0.0025745487898044908,0.02142119442578405,0.03984973564123114,0.03208563500083983,0.022114867577329278
8.0,0.8202531645569621,9.062112100000377,8.001660699999775,8.873158043304935,0.29060597759737095,0.027088364166483074,1.3555523425760403,0.49817554631703337,0.0009051859206651193,0.005789917388694807,0.029146700074345295,0.02321021447718983,0.01797210274290451,0.4955448346833388,0.12749856089552244,1.7984305024147034,0.7527380178992947,0.003271242167102173,0.02391103794798255,0.038997041216741,0.030946322173501056,0.020922119030728936
9.0,0.8088607594936709,8.878233400000681,7.810809700000391,9.089966690648787,0.26994264356687037,0.026697917539678827,1.1902649503358653,0.45399862653772594,0.0009451990096147736,0.005872973293380838,0.027433177587431922,0.02141805612285372,0.016885816906644424,0.4672118326028188,0.11532003083266318,1.617290938893954,0.7312695562529067,0.005488484050147235,0.023148075832674902,0.03705275493363539,0.028848396070922416,0.02159599734780689
10.0,0.7974683544303798,8.969325000000026,7.908701599999404,8.977453391338644,0.2539089716656107,0.028076374221225858,1.0735252583530588,0.42628920833829426,0.0009333593410138093,0.005914856915847516,0.025589991465840543,0.0195921957230484,0.015918795845773017,0.4616822550694148,0.12448852462694049,1.5788260698318481,0.739443774955968,0.0037463142264944813,0.02180407240909214,0.0354911977580438,0.027459404664114118,0.02001767655989776
11.0,0.7860759493670886,8.923023999999714,7.853899499999898,9.04009530552319,0.2436419580603989,0.02897038186152636,1.0143867655539176,0.40214515739763285,0.0009121856640722655,0.005946739242267861,0.024408300236707002,0.01829730706210707,0.015102099391146444,0.4699489660561085,0.13884323524932066,1.5921881298224132,0.7199542989643911,0.0039246666128747165,0.021464746561832726,0.033993609715253115,0.02613949861067037,0.020532502443529665
12.0,0.7746835443037975,9.055254799999602,7.822072599999956,9.076878166536117,0.23586400713719113,0.03029217576267014,0.969128860554225,0.3765112904595657,0.0009293784756331481,0.005915683589246072,0.023226557509370253,0.017296441279771462,0.014945155009627342,0.4487748444080353,0.1163151840834568,1.51543523867925,0.6818168334042033,0.0030792319351652018,0.022734556153106194,0.03566775548582276,0.02808356995228678,0.0200352284591645
13.0,0.7632911392405064,8.923289500000465,7.854882600000565,9.038963866881332,0.22182177636824862,0.028984312099260345,0.9097114994492329,0.35051589028936037,0.0009335063030602227,0.0059415462335020725,0.0219139781006625,0.016043633471807123,0.013636656026815025,0.4326157371203105,0.11770597814271848,1.4863626311222713,0.6642831830928723,0.004075939272297546,0.01967789060048138,0.03302370438662668,0.025564544484950602,0.01937327130387227
14.0,0.7518987341772152,8.909419900001012,7.840523500000927,9.05551778525906,0.21284086141787784,0.030703463001360357,0.8467443711321119,0.3278298642433865,0.0009854085002304384,0.005905248309997186,0.02072196785675388,0.015089987488594693,0.013042581464413186,0.4625742472708225,0.1383488286907474,1.4582225978374481,0.6392182176932693,0.004203257344973584,0.020517075841780752,0.034868608616913356,0.027410688111558557,0.020726630425391097
15.0,0.740506329113924,8.92258480000055,7.854929099999936,9.038910357574148,0.20585724354629786,0.033236060698162505,0.7986487192167363,0.3058553136570353,0.00110887174747071,0.005947135185534266,0.01969100496875988,0.014310780794582737,0.01221028256269408,0.44388162220517796,0.11966372102809449,1.418020228544871,0.6312831145090362,0.00507729909926032,0.02364256310587128,0.034558687902366124,0.026930987485684454,0.02066630992339924
16.0,0.7291139240506329,8.902201799999602,7.840049200000067,9.056065617547324,0.1978388357330376,0.030937530887378772,0.7557419420967639,0.286507679123274,0.0011820074672561505,0.005939916891216392,0.019236613812685852,0.013693733560577246,0.01193678867019398,0.4317595375080903,0.11530178436078131,1.4122911021113396,0.602283796062693,0.004750423094568153,0.019026564725209028,0.033603810550024114,0.026059706578962505,0.022253460017964244
17.0,0.7177215189873418,9.029315899999347,7.960195800000292,8.919378591164477,0.1951392175446094,0.031851749814731975,0.7269640178747581,0.2800775187116274,0.0013073672307655215,0.005900879285599984,0.0188614392495701,0.013468065902485813,0.011773675981856567,0.5220421267052492,0.12725167411069074,1.4860923836628597,0.6303509487770498,0.010306276361613223,0.019287144163778674,0.04094070359133184,0.032833627541549504,0.03959761839359999
